,CIK,CONAME,FYRMO,FDATE,FORM,SECFNAME,positive_score,negative_score,polarity_score,average_sentence_length,percentage_of_complex_words,fog_index,word_count,complex_word_count,uncertainty_score,constraining_score,positive_word_proportion,negative_word_proportion,uncertainty_word_proportion,constraining_word_proportion,constraining_words_whole_report
84,5907,AT&T CORP,200105,15/5/2001,10-Q,edgar/data/5907/0000950123-01-502538.txt,209,465,-0.37982195789343925,15,0.3966677096370463,6.158667083854819,25568,10142,338,173,0.008174280350438047,0.018186795994993742,0.013219649561952441,0.006766270337922403,173
85,5907,AT&T CORP,200107,3/7/2001,10-Q/A,edgar/data/5907/0000950123-01-504075.txt,211,473,-0.38304093511251325,15,0.39664544183879485,6.158658176735518,25756,10216,336,174,0.008192265879795,0.018364652896412488,0.013045503960242273,0.006755707407982606,174
86,5907,AT&T CORP,200108,10/8/2001,10-Q/A,edgar/data/5907/0000950123-01-505366.txt,150,377,-0.4307400371333206,14,0.40139576767221974,5.760558307068888,17768,7132,243,101,0.008442143178748312,0.021217919855920756,0.013676271949572265,0.005684376407023863,101
87,5907,AT&T CORP,200108,14/8/2001,10-Q,edgar/data/5907/0000950123-01-505598.txt,150,469,-0.5153473335777911,12,0.40035055829654637,4.960140223318619,15404,6167,221,87,0.009737730459620878,0.030446637237081277,0.01434692287717476,0.005647883666580109,87
88,6071,AMES DEPARTMENT STORES INC,199809,2/9/1998,10-Q,edgar/data/6071/0000006071-98-000023.txt,14,24,-0.26315788781163457,12,0.37375178316690444,4.949500713266762,2804,1048,20,16,0.004992867332382311,0.008559201141226819,0.007132667617689016,0.005706134094151213,16
89,6071,AMES DEPARTMENT STORES INC,199812,10/12/1998,10-Q,edgar/data/6071/0000006071-98-000026.txt,15,34,-0.3877550941274471,13,0.38016019716574245,5.352064078866298,3246,1234,22,20,0.0046210720887245845,0.010474430067775724,0.006777572396796057,0.0061614294516327784,20
90,6071,AMES DEPARTMENT STORES INC,199904,5/4/1999,10-K,edgar/data/6071/0000889812-99-001116.txt,189,395,-0.3527397254233909,12,0.38984859262270094,4.955939437049081,19682,7673,249,106,0.009602682654201809,0.020069098668834467,0.0126511533380754,0.005385631541510009,106
91,6071,AMES DEPARTMENT STORES INC,199906,15/6/1999,10-Q,edgar/data/6071/0000006071-99-000013.txt,20,66,-0.5348837147106545,15,0.35634625597450875,6.1425385023898045,3766,1342,105,26,0.0053106744556558685,0.017525225703664365,0.027881040892193308,0.006903876792352629,26
92,6071,AMES DEPARTMENT STORES INC,199909,14/9/1999,10-Q,edgar/data/6071/0000006071-99-000015.txt,64,183,-0.48178137456768677,15,0.4181313598519889,6.167252543940796,8648,3616,148,67,0.0074005550416281225,0.021160962072155412,0.017113783533765033,0.007747456059204441,67
93,6071,AMES DEPARTMENT STORES INC,199912,14/12/1999,10-Q,edgar/data/6071/0000006071-99-000017.txt,36,81,-0.38461538132807366,15,0.3763765541740675,6.150550621669627,5630,2119,47,31,0.006394316163410302,0.014387211367673179,0.008348134991119005,0.005506216696269982,31
94,6071,AMES DEPARTMENT STORES INC,200004,11/4/2000,10-K,edgar/data/6071/0000006071-00-000002.txt,178,325,-0.2922465202937445,10,0.3896207340236505,4.15584829360946,16321,6359,202,97,0.010906194473377857,0.019912995527234852,0.012376692604619814,0.005943263280436248,97
